Symbol,UnderlyingSymbol,TradeDate,Quantity,TradePrice
SOXL  230303P00011000,SOXL,20230222,1,0.12
SOXL  230303P00011000,SOXL,20230303,-1,0
SOXL  230303P00012000,SOXL,20230222,2,0.26
SOXL  230303P00012000,SOXL,20230222,1,0.26
SOXL  230303P00012000,SOXL,20230303,-3,0
SOXL  230303P00014000,SOXL,20230223,-1,0.58
SOXL  230303P00014000,SOXL,20230228,1,0.16
SOXL  230303P00014500,SOXL,20230227,-1,0.41
SOXL  230303P00014500,SOXL,20230302,1,0.77
SOXL  230303P00015000,SOXL,20230210,1,1.38
SOXL  230303P00015000,SOXL,20230223,1,1.06
SOXL  230303P00015000,SOXL,20230228,-1,0.49
SOXL  230303P00015000,SOXL,20230302,-1,1.21
SOXL  230303P00015500,SOXL,20230227,1,0.92
SOXL  230303P00015500,SOXL,20230302,-1,1.6
SOXL  230303P00016500,SOXL,20230203,-1,1.55
SOXL  230303P00016500,SOXL,20230214,1,1.09
SOXL  230303P00017000,SOXL,20230201,2,2.6
SOXL  230303P00017000,SOXL,20230201,2,2.6
SOXL  230303P00017000,SOXL,20230210,-1,2.24
SOXL  230303P00017000,SOXL,20230216,-1,1.37
SOXL  230303P00017000,SOXL,20230216,-1,1.5
SOXL  230303P00017000,SOXL,20230217,-1,2
SOXL  230303P00018000,SOXL,20230202,-1,1.77
SOXL  230303P00018000,SOXL,20230206,1,2.76
SOXL  230303P00018000,SOXL,20230207,-1,2.45
SOXL  230303P00018000,SOXL,20230207,1,2.12
SOXL  230303P00020000,SOXL,20230202,1,2.94
SOXL  230303P00020000,SOXL,20230206,-1,4.28
SOXL  230310C00013000,SOXL,20230210,1,3.27
SOXL  230310C00013000,SOXL,20230214,-1,4.58
SOXL  230310P00011000,SOXL,20230302,2,0.06
SOXL  230310P00011000,SOXL,20230302,1,0.06
SOXL  230310P00011000,SOXL,20230302,1,0.06
SOXL  230310P00011000,SOXL,20230310,-4,0
SOXL  230310P00013500,SOXL,20230302,-1,0.54
SOXL  230310P00013500,SOXL,20230307,1,0.1
SOXL  230310P00014000,SOXL,20230302,-2,0.6
SOXL  230310P00014000,SOXL,20230303,-2,0.27
SOXL  230310P00014000,SOXL,20230306,1,0.26
SOXL  230310P00014000,SOXL,20230307,-1,0.35
SOXL  230310P00014000,SOXL,20230307,2,0.37
SOXL  230310P00014000,SOXL,20230308,1,0.21
SOXL  230310P00014000,SOXL,20230308,1,0.18
SOXL  230310P00014500,SOXL,20230302,1,1.03
SOXL  230310P00014500,SOXL,20230302,-1,0.81
SOXL  230310P00015000,SOXL,20230302,3,1.1
SOXL  230310P00015000,SOXL,20230303,1,0.6
SOXL  230310P00015000,SOXL,20230303,1,0.6
SOXL  230310P00015000,SOXL,20230303,-3,0.55
SOXL  230310P00015000,SOXL,20230307,-1,0.82
SOXL  230310P00015000,SOXL,20230310,-1,0
SOXL  230310P00015500,SOXL,20230303,-1,0.86
SOXL  230310P00015500,SOXL,20230306,-1,0.5
SOXL  230310P00015500,SOXL,20230306,-1,0.5
SOXL  230310P00015500,SOXL,20230306,1,0.66
SOXL  230310P00015500,SOXL,20230306,1,0.66
SOXL  230310P00015500,SOXL,20230309,-1,0.24
SOXL  230310P00015500,SOXL,20230310,2,0
SOXL  230310P00016000,SOXL,20230303,3,1.05
SOXL  230310P00016000,SOXL,20230307,1,1.54
SOXL  230310P00016000,SOXL,20230307,-2,1.52
SOXL  230310P00016000,SOXL,20230307,-1,1.52
SOXL  230310P00016000,SOXL,20230310,-1,0
SOXL  230310P00016500,SOXL,20230306,1,1.01
SOXL  230310P00016500,SOXL,20230306,1,1.01
SOXL  230310P00016500,SOXL,20230306,-1,1.25
SOXL  230310P00016500,SOXL,20230306,-1,1.25
SOXL  230310P00016500,SOXL,20230309,1,0.71
SOXL  230310P00016500,SOXL,20230309,-1,1.1
SOXL  230310P00017000,SOXL,20230210,1,2.65
SOXL  230310P00017000,SOXL,20230217,-1,2.49
SOXL  230317C00014500,SOXL,20230307,1,1.39
SOXL  230317C00014500,SOXL,20230307,1,1.39
SOXL  230317C00014500,SOXL,20230309,-1,2
SOXL  230317C00014500,SOXL,20230309,-1,2
SOXL  230317C00015000,SOXL,20230214,1,3.34
SOXL  230317C00015000,SOXL,20230228,-1,1.32
SOXL  230317C00015500,SOXL,20230307,-1,0.83
SOXL  230317C00015500,SOXL,20230307,-1,0.83
SOXL  230317C00015500,SOXL,20230309,1,1.33
SOXL  230317C00015500,SOXL,20230309,1,1.33
SOXL  230317P00009000,SOXL,20230202,2,0.15
SOXL  230317P00009000,SOXL,20230202,1,0.15
SOXL  230317P00009000,SOXL,20230202,1,0.15
SOXL  230317P00009000,SOXL,20230315,-4,0.01
SOXL  230317P00012000,SOXL,20230202,1,0.46
SOXL  230317P00012000,SOXL,20230202,1,0.46
SOXL  230317P00012000,SOXL,20230222,-1,0.61
SOXL  230317P00012000,SOXL,20230315,-1,0.07
SOXL  230317P00013000,SOXL,20230315,-1,0.24
SOXL  230317P00013000,SOXL,20230315,1,0.25
SOXL  230317P00014000,SOXL,20230315,1,0.57
SOXL  230317P00014000,SOXL,20230315,-1,0.57
SOXL  230317P00014500,SOXL,20230307,-1,0.69
SOXL  230317P00014500,SOXL,20230315,1,0.95
SOXL  230317P00015000,SOXL,20230222,1,1.86
SOXL  230317P00015000,SOXL,20230228,-1,1.53
SOXL  230317P00015000,SOXL,20230228,1,1.25
SOXL  230317P00015000,SOXL,20230228,-1,1.23
SOXL  230317P00015000,SOXL,20230307,-1,1.12
SOXL  230317P00015000,SOXL,20230308,-1,0.75
SOXL  230317P00015000,SOXL,20230308,-1,0.75
SOXL  230317P00015000,SOXL,20230313,1,1.54
SOXL  230317P00015000,SOXL,20230315,1,1.09
SOXL  230317P00015000,SOXL,20230315,1,1.09
SOXL  230317P00015500,SOXL,20230307,1,1.18
SOXL  230317P00015500,SOXL,20230315,-1,1.7
SOXL  230317P00016000,SOXL,20230308,2,1.27
SOXL  230317P00016000,SOXL,20230315,-1,1.85
SOXL  230317P00016000,SOXL,20230315,-1,1.85
SOXL  230317P00019000,SOXL,20230214,1,2.85
SOXL  230317P00019000,SOXL,20230222,-1,4.9
SOXL  230324C00013500,SOXL,20230315,1,1.36
SOXL  230324C00013500,SOXL,20230315,1,1.36
SOXL  230324C00013500,SOXL,20230315,1,1.32
SOXL  230324C00013500,SOXL,20230315,-2,1.33
SOXL  230324C00013500,SOXL,20230315,-1,1.33
SOXL  230324C00014500,SOXL,20230315,-1,0.85
SOXL  230324C00014500,SOXL,20230315,-1,0.85
SOXL  230324C00014500,SOXL,20230315,-1,0.82
SOXL  230324C00014500,SOXL,20230315,1,0.85
SOXL  230324C00014500,SOXL,20230315,2,0.85
SOXL  230324C00016500,SOXL,20230324,1,0.17
SOXL  230324C00016500,SOXL,20230324,-1,0.06
SOXL  230324P00014500,SOXL,20230321,-1,0.21
SOXL  230324P00014500,SOXL,20230323,1,0.02
SOXL  230324P00016500,SOXL,20230324,1,0.1
SOXL  230324P00016500,SOXL,20230324,-1,0
SOXL  230331C00015500,SOXL,20230328,1,0.47
SOXL  230331C00015500,SOXL,20230329,-1,1.2
SOXL  230331C00016500,SOXL,20230324,1,0.82
SOXL  230331C00016500,SOXL,20230324,-1,0.97
SOXL  230331C00017000,SOXL,20230329,1,0.23
SOXL  230331C00017000,SOXL,20230329,-1,0.36
SOXL  230331C00018000,SOXL,20230331,1,0.19
SOXL  230331C00018000,SOXL,20230331,-1,0.33
SOXL  230331C00018500,SOXL,20230330,1,0.17
SOXL  230331C00018500,SOXL,20230331,-1,0
SOXL  230331P00009500,SOXL,20230315,4,0.19
SOXL  230331P00009500,SOXL,20230331,-4,0
SOXL  230331P00011000,SOXL,20230223,1,0.5
SOXL  230331P00011000,SOXL,20230331,-1,0
SOXL  230331P00012000,SOXL,20230315,1,0.6
SOXL  230331P00012000,SOXL,20230331,-1,0
SOXL  230331P00014500,SOXL,20230328,-1,0.32
SOXL  230331P00014500,SOXL,20230329,1,0.05
SOXL  230331P00015500,SOXL,20230328,1,0.76
SOXL  230331P00015500,SOXL,20230329,-1,0.16
SOXL  230331P00016000,SOXL,20230324,1,0.95
SOXL  230331P00016000,SOXL,20230328,-1,1.06
SOXL  230331P00016000,SOXL,20230329,1,0.21
SOXL  230331P00016000,SOXL,20230331,-1,0
SOXL  230331P00016500,SOXL,20230329,1,0.48
SOXL  230331P00016500,SOXL,20230331,-1,0
SOXL  230331P00017000,SOXL,20230329,1,0.39
SOXL  230331P00017000,SOXL,20230330,-1,0.08
SOXL  230331P00017500,SOXL,20230330,1,0.2
SOXL  230331P00017500,SOXL,20230331,-1,0
SOXL  230406C00019500,SOXL,20230330,1,0.24
SOXL  230406C00019500,SOXL,20230406,-1,0
SOXL  230406C00020000,SOXL,20230330,1,0.19
SOXL  230406C00020000,SOXL,20230406,-1,0
SOXL  230406P00013500,SOXL,20230328,-1,0.38
SOXL  230406P00013500,SOXL,20230330,1,0.04
SOXL  230406P00015000,SOXL,20230328,1,0.93
SOXL  230406P00015000,SOXL,20230406,-1,0
SOXL  230414P00014000,SOXL,20230405,1,0.32
SOXL  230414P00014000,SOXL,20230414,-1,0
SOXL  230428C00013500,SOXL,20230425,1,0.39
SOXL  230428C00013500,SOXL,20230426,-1,0.52
SOXL  230428C00014000,SOXL,20230425,1,0.26
SOXL  230428C00014000,SOXL,20230428,-1,0.08
SOXL  230428C00018000,SOXL,20230330,1,1.85
SOXL  230428C00018000,SOXL,20230428,-1,0
SOXL  230428C00021000,SOXL,20230330,-1,0.7
SOXL  230428C00021000,SOXL,20230410,1,0.1
SOXL  230428P00012500,SOXL,20230427,1,0.17
SOXL  230428P00012500,SOXL,20230427,1,0.12
SOXL  230428P00012500,SOXL,20230428,-2,0
SOXL  230428P00013000,SOXL,20230427,1,0.29
SOXL  230428P00013000,SOXL,20230427,1,0.33
SOXL  230428P00013000,SOXL,20230427,1,0.23
SOXL  230428P00013000,SOXL,20230427,1,0.15
SOXL  230428P00013000,SOXL,20230428,-4,0
SOXL  230428P00013500,SOXL,20230426,1,0.29
SOXL  230428P00013500,SOXL,20230427,-1,0.66
SOXL  230428P00013500,SOXL,20230427,1,0.28
SOXL  230428P00013500,SOXL,20230428,-1,0
SOXL  230428P00014000,SOXL,20230425,1,0.4
SOXL  230428P00014000,SOXL,20230425,-1,0.6
SOXL  230428P00014000,SOXL,20230428,1,0.2
SOXL  230428P00014000,SOXL,20230428,-1,0.29
SOXL  230428P00014000,SOXL,20230428,1,0.14
SOXL  230428P00014000,SOXL,20230428,-1,0.06
SOXL  230505C00014000,SOXL,20230425,-1,0.6
SOXL  230505C00014000,SOXL,20230425,1,0.6
SOXL  230505P00012000,SOXL,20230425,-1,0.34
SOXL  230505P00012000,SOXL,20230504,1,0.04
SOXL  230505P00013500,SOXL,20230425,1,0.91
SOXL  230505P00013500,SOXL,20230505,-1,0
SOXL  230505P00014000,SOXL,20230428,1,0.58
SOXL  230505P00014000,SOXL,20230504,-1,0.73
SOXL  230505P00014500,SOXL,20230501,1,0.47
SOXL  230505P00014500,SOXL,20230504,-1,1.13
SOXL  230512P00013500,SOXL,20230504,1,0.78
SOXL  230512P00013500,SOXL,20230504,-1,0.72
SOXL  230519C00011000,SOXL,20230103,-1,1.81
SOXL  230519C00011000,SOXL,20230106,-1,2.13
SOXL  230519C00011000,SOXL,20230202,2,7.4
SOXL  230519C00012000,SOXL,20230104,-1,1.77
SOXL  230519C00012000,SOXL,20230202,1,6.66
SOXL  230519C00014000,SOXL,20230512,1,0.55
SOXL  230519C00014000,SOXL,20230515,-1,1.03
SOXL  230519C00015000,SOXL,20230306,1,2.68
SOXL  230519C00015000,SOXL,20230306,1,2.68
SOXL  230519C00015000,SOXL,20230307,-1,2.6
SOXL  230519C00015000,SOXL,20230322,-1,3.86
SOXL  230519C00016000,SOXL,20230206,1,3.5
SOXL  230519C00016000,SOXL,20230306,-1,2.21
SOXL  230519C00016000,SOXL,20230306,-1,2.21
SOXL  230519C00016000,SOXL,20230322,1,3.29
SOXL  230519C00020000,SOXL,20230206,-1,1.92
SOXL  230519C00020000,SOXL,20230307,1,0.93
SOXL  230519P00008000,SOXL,20230103,-1,1.62
SOXL  230519P00011000,SOXL,20230112,-2,1.87
SOXL  230519P00011000,SOXL,20230112,-1,1.87
SOXL  230519P00011000,SOXL,20230207,1,0.86
SOXL  230519P00011000,SOXL,20230207,2,0.86
SOXL  230519P00012000,SOXL,20230112,-1,2.32
SOXL  230519P00012000,SOXL,20230207,1,1.17
SOXL  230519P00012000,SOXL,20230222,-1,1.69
SOXL  230519P00012000,SOXL,20230324,1,0.9
SOXL  230519P00013000,SOXL,20230112,-1,2.84
SOXL  230519P00013000,SOXL,20230112,1,2.88
SOXL  230519P00014500,SOXL,20230515,1,0.32
SOXL  230519P00014500,SOXL,20230515,-1,0.21
SOXL  230519P00015000,SOXL,20230222,1,3.19
SOXL  230519P00015000,SOXL,20230511,-1,1.35
SOXL  230526C00015500,SOXL,20230517,1,0.78
SOXL  230526C00015500,SOXL,20230517,-1,0.9
SOXL  230526C00017000,SOXL,20230517,-1,0.19
SOXL  230526C00017000,SOXL,20230517,1,0.28
SOXL  230526P00015000,SOXL,20230515,1,0.71
SOXL  230526P00015000,SOXL,20230516,-1,0.51
SOXL  230526P00015000,SOXL,20230517,-1,0.41
SOXL  230526P00015000,SOXL,20230517,-1,0.41
SOXL  230526P00015000,SOXL,20230518,1,0.13
SOXL  230526P00015000,SOXL,20230524,1,0.26
SOXL  230526P00015000,SOXL,20230524,1,0.26
SOXL  230526P00015000,SOXL,20230526,-1,0
SOXL  230526P00015500,SOXL,20230516,1,0.73
SOXL  230526P00015500,SOXL,20230517,-1,0.5
SOXL  230526P00015500,SOXL,20230517,-2,0.41
SOXL  230526P00015500,SOXL,20230517,-1,0.41
SOXL  230526P00015500,SOXL,20230517,-1,0.41
SOXL  230526P00015500,SOXL,20230518,1,0.19
SOXL  230526P00015500,SOXL,20230524,1,0.34
SOXL  230526P00015500,SOXL,20230524,1,0.43
SOXL  230526P00015500,SOXL,20230524,1,0.43
SOXL  230526P00015500,SOXL,20230524,1,0.32
SOXL  230526P00015500,SOXL,20230526,-1,0
SOXL  230526P00016000,SOXL,20230517,1,0.83
SOXL  230526P00016000,SOXL,20230517,1,0.83
SOXL  230526P00016000,SOXL,20230517,1,0.72
SOXL  230526P00016000,SOXL,20230518,-1,0.46
SOXL  230526P00016000,SOXL,20230518,-4,0.39
SOXL  230526P00016000,SOXL,20230518,-1,0.39
SOXL  230526P00016000,SOXL,20230524,1,0.57
SOXL  230526P00016000,SOXL,20230524,2,0.57
SOXL  230526P00016500,SOXL,20230517,2,0.84
SOXL  230526P00016500,SOXL,20230517,2,0.84
SOXL  230526P00016500,SOXL,20230518,1,0.67
SOXL  230526P00016500,SOXL,20230518,-3,0.4
SOXL  230526P00016500,SOXL,20230518,-1,0.4
SOXL  230526P00016500,SOXL,20230518,-1,0.4
SOXL  230526P00016500,SOXL,20230518,-1,0.4
