"Symbol","UnderlyingSymbol","TradeDate","Quantity","TradePrice"
"SOXL  220429C00024500","SOXL","20220428","-1","1.78"
"SOXL  220429P00022000","SOXL","20220427","1","1.07"
"SOXL  220429P00022000","SOXL","20220428","-1","0.06"
"SOXL  220429P00024000","SOXL","20220425","1","0.95"
"SOXL  220429P00024000","SOXL","20220426","-1","1.39"
"SOXL  220506C00023000","SOXL","20220429","1","1.76"
"SOXL  220506C00023000","SOXL","20220504","-1","3.65"
"SOXL  220506C00033500","SOXL","20220411","1","1.06"
"SOXL  220506C00033500","SOXL","20220421","-1","0.43"
"SOXL  220506P00022500","SOXL","20220429","1","1.71"
"SOXL  220506P00022500","SOXL","20220503","-1","0.57"
"SOXL  220506P00023500","SOXL","20220503","1","0.87"
"SOXL  220506P00023500","SOXL","20220504","-1","0.22"
"SOXL  220506P00025000","SOXL","20220428","1","1.69"
"SOXL  220506P00025000","SOXL","20220429","-1","3.1"
"SOXL  220506P00026000","SOXL","20220504","1","0.75"
"SOXL  220506P00026000","SOXL","20220504","-1","0.46"
"SOXL  220506P00026500","SOXL","20220504","1","0.61"
"SOXL  220506P00026500","SOXL","20220505","-1","2.78"
"SOXL  220513C00027500","SOXL","20220426","1","1.17"
"SOXL  220513C00027500","SOXL","20220513","-1","0"
"SOXL  220513C00031000","SOXL","20220421","1","1.16"
"SOXL  220513C00031000","SOXL","20220426","-1","0.5"
"SOXL  220520P00018000","SOXL","20220217","1","1.14"
"SOXL  220520P00018000","SOXL","20220408","-1","0.82"
"SOXL  220527P00018000","SOXL","20220505","1","1.03"
"SOXL  220527P00018000","SOXL","20220517","-1","0.35"
"SOXL  220603P00020000","SOXL","20220517","1","1.11"
"SOXL  220603P00020000","SOXL","20220520","-1","2.96"
"SOXL  220617C00019000","SOXL","20220520","1","2.32"
"SOXL  220617C00019000","SOXL","20220526","-1","4.95"
"SOXL  220617C00023000","SOXL","20220526","1","2.53"
"SOXL  220617C00023000","SOXL","20220617","-1","0"
"SOXL  220617P00018000","SOXL","20220520","1","2.64"
"SOXL  220617P00018000","SOXL","20220613","-1","2.64"
"SOXL  220617P00022500","SOXL","20220526","1","2.49"
"SOXL  220617P00022500","SOXL","20220613","-1","6.06"
"SOXL  220701P00015500","SOXL","20220627","1","0.74"
"SOXL  220701P00015500","SOXL","20220629","-1","1.92"
"SOXL  220708C00011500","SOXL","20220701","1","0.81"
"SOXL  220708C00011500","SOXL","20220707","-1","1.94"
"SOXL  220708C00013000","SOXL","20220630","1","0.77"
"SOXL  220708C00013000","SOXL","20220630","-1","1.42"
"SOXL  220715C00016000","SOXL","20220613","1","2.48"
"SOXL  220715C00016000","SOXL","20220715","-1","0"
"SOXL  220722P00015500","SOXL","20220718","1","0.82"
"SOXL  220722P00015500","SOXL","20220718","-1","1.18"
"SOXL  220722P00016000","SOXL","20220719","1","0.67"
"SOXL  220722P00016000","SOXL","20220720","-1","0.13"
"SOXL  220722P00018000","SOXL","20220720","1","0.67"
"SOXL  220722P00018000","SOXL","20220722","-1","0.8"
"SOXL  220729P00016000","SOXL","20220725","1","0.63"
"SOXL  220729P00016000","SOXL","20220729","-1","0"
"SOXL  220812P00021500","SOXL","20220803","1","1.35"
"SOXL  220812P00021500","SOXL","20220809","-1","3.55"
"SOXL  220819C00100000","SOXL","20220218","1","1.18"
"SOXL  220819C00100000","SOXL","20220819","-1","0"
"SOXL  220819P00018000","SOXL","20220224","-1","2.8"
"SOXL  220819P00018000","SOXL","20220819","1","0"
"SOXL  220819P00021500","SOXL","20220812","1","1.11"
"SOXL  220819P00021500","SOXL","20220817","-1","1.97"
"SOXL  220826C00020000","SOXL","20220822","1","0.27"
"SOXL  220826C00020000","SOXL","20220822","1","0.12"
"SOXL  220826C00020000","SOXL","20220825","-2","0.19"
"SOXL  220826P00015000","SOXL","20220822","1","0.17"
"SOXL  220826P00015000","SOXL","20220826","-1","0"
"SOXL  220909C00012000","SOXL","20220901","1","0.96"
"SOXL  220909C00012000","SOXL","20220902","-1","1.99"
"SOXL  220909C00014500","SOXL","20220830","1","0.94"
"SOXL  220909C00014500","SOXL","20220909","-1","0.2"
"SOXL  220909P00014500","SOXL","20220830","1","1.12"
"SOXL  220909P00014500","SOXL","20220831","-1","1.31"
"SOXL  220923P00010500","SOXL","20220922","-1","0.33"
"SOXL  220923P00010500","SOXL","20220923","1","0"
"SOXL  220923P00011000","SOXL","20220920","-1","0.48"
"SOXL  220923P00011000","SOXL","20220923","1","0"
"SOXL  220923P00011500","SOXL","20220920","-1","0.51"
"SOXL  220923P00011500","SOXL","20220923","1","0"
"SOXL  220923P00012000","SOXL","20220914","-1","1.01"
"SOXL  220923P00012000","SOXL","20220923","1","0"
"SOXL  221014P00008500","SOXL","20221007","-1","0.4"
"SOXL  221014P00008500","SOXL","20221010","1","0.91"
"SOXL  221014P00009500","SOXL","20220923","-1","1.11"
"SOXL  221014P00009500","SOXL","20221006","1","0.26"
"SOXL  221104P00009000","SOXL","20221028","-1","0.46"
"SOXL  221104P00009000","SOXL","20221031","1","0.69"
"SOXL  221104P00010000","SOXL","20221028","1","0.98"
"SOXL  221104P00010000","SOXL","20221031","-1","1.32"
"SOXL  221111P00007500","SOXL","20221013","1","1.07"
"SOXL  221111P00007500","SOXL","20221021","-1","0.7"
"SOXL  221111P00008500","SOXL","20221021","1","1.2"
"SOXL  221111P00008500","SOXL","20221031","-1","0.71"
"SOXL  221111P00009000","SOXL","20221031","1","0.97"
"SOXL  221111P00009000","SOXL","20221101","-1","0.66"
"SOXL  221111P00009500","SOXL","20221101","1","0.92"
"SOXL  221111P00009500","SOXL","20221103","-1","1.61"
"SOXL  221118C00007000","SOXL","20221010","1","2.23"
"SOXL  221118C00007000","SOXL","20221010","-1","2.11"
"SOXL  221118C00007000","SOXL","20221010","1","2.11"
"SOXL  221118C00007000","SOXL","20221021","-1","1.95"
"SOXL  221118C00008000","SOXL","20221007","1","2.27"
"SOXL  221118C00008000","SOXL","20221025","-1","1.98"
"SOXL  221118C00009000","SOXL","20221007","1","2.2"
"SOXL  221118C00009000","SOXL","20221010","-1","1.2"
"SOXL  221118C00009000","SOXL","20221010","-1","1.1"
"SOXL  221118C00009000","SOXL","20221021","1","0.94"
"SOXL  221118C00010000","SOXL","20221007","-1","1.27"
"SOXL  221118C00010000","SOXL","20221025","1","0.98"
"SOXL  221118C00011000","SOXL","20220926","-1","1.5"
"SOXL  221118C00011000","SOXL","20221006","-1","1.9"
"SOXL  221118C00011000","SOXL","20221007","-1","1.25"
"SOXL  221118C00011000","SOXL","20221010","1","0.56"
"SOXL  221118C00011000","SOXL","20221013","1","0.19"
"SOXL  221118C00011000","SOXL","20221013","1","0.19"
"SOXL  221118C00012000","SOXL","20220928","-1","1.11"
"SOXL  221118C00012000","SOXL","20221003","-1","0.89"
"SOXL  221118C00012000","SOXL","20221110","1","0.37"
"SOXL  221118C00012000","SOXL","20221110","1","0.37"
"SOXL  221118C00013000","SOXL","20220901","1","2.52"
"SOXL  221118C00013000","SOXL","20220909","-1","3.55"
"SOXL  221118C00013000","SOXL","20221004","-1","0.9"
"SOXL  221118C00013000","SOXL","20221006","1","1.11"
"SOXL  221118C00013000","SOXL","20221110","-1","0.15"
"SOXL  221118C00013000","SOXL","20221110","-1","0.15"
"SOXL  221118C00013000","SOXL","20221115","1","1.48"
"SOXL  221118C00013000","SOXL","20221115","1","1.48"
"SOXL  221118C00015000","SOXL","20220829","1","3.17"
"SOXL  221118C00015000","SOXL","20221114","-1","0.17"
"SOXL  221118C00017500","SOXL","20220824","1","3.1"
"SOXL  221118C00017500","SOXL","20220825","-1","4.26"
"SOXL  221118C00017500","SOXL","20220826","1","3.23"
"SOXL  221118C00017500","SOXL","20221118","-1","0"
"SOXL  221118C00020000","SOXL","20220817","1","3.75"
"SOXL  221118C00020000","SOXL","20220913","1","0.58"
"SOXL  221118C00020000","SOXL","20221118","-2","0"
"SOXL  221118P00008500","SOXL","20221025","-1","0.91"
"SOXL  221118P00008500","SOXL","20221031","1","0.85"
"SOXL  221118P00009000","SOXL","20220907","1","0.94"
"SOXL  221118P00009000","SOXL","20220908","1","0.79"
"SOXL  221118P00009000","SOXL","20220909","1","0.69"
"SOXL  221118P00009000","SOXL","20220909","1","0.63"
"SOXL  221118P00009000","SOXL","20220922","-2","1.06"
"SOXL  221118P00009000","SOXL","20220922","-2","1.06"
"SOXL  221118P00009500","SOXL","20221025","1","1.42"
"SOXL  221118P00009500","SOXL","20221031","-1","1.37"
"SOXL  221118P00010000","SOXL","20221006","-1","1.21"
"SOXL  221118P00010000","SOXL","20221006","1","1.28"
"SOXL  221118P00010000","SOXL","20221006","-1","1.16"
"SOXL  221118P00010000","SOXL","20221007","1","1.96"
"SOXL  221118P00013000","SOXL","20221006","1","2.86"
"SOXL  221118P00013000","SOXL","20221006","-1","2.92"
"SOXL  221118P00013000","SOXL","20221006","1","2.72"
"SOXL  221118P00013000","SOXL","20221007","-1","4.11"
"SOXL  221118P00013500","SOXL","20221114","-1","1"
"SOXL  221118P00013500","SOXL","20221116","1","1.45"
"SOXL  221118P00017500","SOXL","20220824","1","3.47"
"SOXL  221118P00017500","SOXL","20220830","-1","4.94"
"SOXL  230120C00008000","SOXL","20221103","-1","1.72"
"SOXL  230120C00008000","SOXL","20221104","-1","2.13"
"SOXL  230120C00008000","SOXL","20221115","2","6.56"
"SOXL  230120C00014000","SOXL","20221115","-1","2.68"
"SOXL  230120C00014000","SOXL","20221115","-1","2.68"
"SOXL  230120C00014000","SOXL","20221222","1","0.14"
"SOXL  230120C00014000","SOXL","20221222","1","0.14"
"SOXL  230120C00020000","SOXL","20220906","1","1.23"
"SOXL  230120C00020000","SOXL","20220909","-1","1.78"
"SOXL  230120P00008000","SOXL","20221104","-1","1.35"
"SOXL  230120P00008000","SOXL","20221104","1","1.32"
"SOXL  230120P00010000","SOXL","20221117","-1","1.2"
"SOXL  230120P00011000","SOXL","20221115","-1","1.14"
"SOXL  230120P00011000","SOXL","20221115","-1","1.14"
"SOXL  230120P00011000","SOXL","20221116","-1","1.63"
"SOXL  230120P00011000","SOXL","20221117","1","1.65"
"SOXL  230519P00008000","SOXL","20221122","1","1.28"
"SOXL  240119C00007000","SOXL","20221013","1","3.15"
"SOXL  240119C00007000","SOXL","20221110","-1","6.94"
"SOXL  240119C00008000","SOXL","20221011","1","3.41"
"SOXL  240119C00008000","SOXL","20221111","-1","7.7"
"SOXL  240119C00011000","SOXL","20221103","1","2.71"
"SOXL  240119C00011000","SOXL","20221115","-1","7.02"
"SOXL  240119C00014000","SOXL","20221115","-2","5.89"
"SOXL  240119C00016000","SOXL","20221103","-1","1.77"
"SOXL  240119C00016000","SOXL","20221115","1","5.26"
"SOXL  240119C00026000","SOXL","20221011","-1","1.03"
"SOXL  240119C00026000","SOXL","20221013","-1","0.94"
"SOXL  240119C00026000","SOXL","20221110","1","2.03"
"SOXL  240119C00026000","SOXL","20221111","1","2.61"
"SOXL  240119P00001000","SOXL","20220706","7","0.13"
"SOXL  240119P00001000","SOXL","20220718","1","0.11"
"SOXL  240119P00001000","SOXL","20220718","4","0.15"
"SOXL  240119P00001000","SOXL","20220720","10","0.05"
"SOXL  240119P00001000","SOXL","20220725","1","0.04"
"SOXL  240119P00001000","SOXL","20220726","4","0.05"
"SOXL  240119P00001000","SOXL","20220726","1","0.05"
"SOXL  240119P00001000","SOXL","20220727","4","0.05"
"SOXL  240119P00001000","SOXL","20220822","1","0.05"
"SOXL  240119P00001000","SOXL","20220825","9","0.05"
"SOXL  240119P00001000","SOXL","20221111","1","0.09"
"SOXL  240119P00001000","SOXL","20221111","1","0.1"
"SOXL  240119P00001000","SOXL","20221111","10","0.1"
"SOXL  240119P00001000","SOXL","20221111","1","0.11"
"SOXL  240119P00001000","SOXL","20221111","1","0.11"
"SOXL  240119P00001000","SOXL","20221111","4","0.12"
"SOXL  240119P00011000","SOXL","20221110","-1","4.09"
"SOXL  240119P00011000","SOXL","20221117","-1","3.97"
"SOXL  240119P00013000","SOXL","20221111","-1","4.8"
"TQQQ  220617C00080500","TQQQ","20220218","1","1.05"
"TQQQ  220617C00080500","TQQQ","20220328","-1","1.14"
"TQQQ  220617C00100000","TQQQ","20220125","1","0.98"
"TQQQ  220617C00100000","TQQQ","20220131","-1","0.96"
"TQQQ  220617P00023750","TQQQ","20220131","1","1.25"
"TQQQ  220617P00023750","TQQQ","20220408","-1","0.46"
